Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Datetime,,,,,
2025-06-11 13:30:00+00:00,470.67999267578125,471.0,469.6549987792969,470.1199951171875,1018224
2025-06-11 13:35:00+00:00,471.9049987792969,472.17999267578125,470.57000732421875,470.7349853515625,304695
2025-06-11 13:40:00+00:00,472.42999267578125,472.75,471.8599853515625,471.9049987792969,334129
2025-06-11 13:45:00+00:00,472.5799865722656,472.885009765625,471.6300048828125,472.44000244140625,301719
2025-06-11 13:50:00+00:00,472.9949951171875,473.32000732421875,472.44000244140625,472.5799865722656,251659
2025-06-11 13:55:00+00:00,473.0799865722656,473.5,472.7550048828125,472.9800109863281,239461
2025-06-11 14:00:00+00:00,473.0,473.3349914550781,472.54998779296875,473.05499267578125,149201
2025-06-11 14:05:00+00:00,473.3450012207031,473.3800048828125,472.9599914550781,472.9700012207031,167654
2025-06-11 14:10:00+00:00,473.8550109863281,474.0299987792969,473.2250061035156,473.3500061035156,232562
2025-06-11 14:15:00+00:00,474.19000244140625,474.3500061035156,473.70001220703125,473.8349914550781,196998
2025-06-11 14:20:00+00:00,474.7200012207031,474.9184875488281,474.1300048828125,474.185791015625,289347
2025-06-11 14:25:00+00:00,474.6698913574219,474.8900146484375,474.6199951171875,474.7200012207031,179670
2025-06-11 14:30:00+00:00,474.5400085449219,474.8800048828125,474.5,474.69061279296875,169803
2025-06-11 14:35:00+00:00,475.1600036621094,475.34991455078125,474.3900146484375,474.3900146484375,408572
2025-06-11 14:40:00+00:00,475.4200134277344,475.4599914550781,475.0299987792969,475.2099914550781,283322
2025-06-11 14:45:00+00:00,474.6600036621094,475.4049987792969,474.6329040527344,475.3800048828125,187228
2025-06-11 14:50:00+00:00,474.7955017089844,474.82501220703125,474.3900146484375,474.5899963378906,207385
2025-06-11 14:55:00+00:00,474.9200134277344,474.9549865722656,474.7900085449219,474.82000732421875,124971
2025-06-11 15:00:00+00:00,475.18499755859375,475.239990234375,474.8699951171875,474.92498779296875,102892
2025-06-11 15:05:00+00:00,474.67999267578125,475.3500061035156,474.6499938964844,475.19000244140625,60128
2025-06-11 15:10:00+00:00,474.7349853515625,474.8500061035156,474.37420654296875,474.4200134277344,208408
2025-06-11 15:15:00+00:00,475.1593933105469,475.3299865722656,474.7300109863281,474.7799987792969,93485
2025-06-11 15:20:00+00:00,475.20001220703125,475.260009765625,474.82659912109375,475.17498779296875,81367
2025-06-11 15:25:00+00:00,474.68499755859375,474.839111328125,474.6700134277344,474.839111328125,90319
2025-06-11 15:30:00+00:00,474.7300109863281,474.84991455078125,474.70001220703125,474.7650146484375,82419
2025-06-11 15:35:00+00:00,474.6600036621094,474.9700012207031,474.625,474.739990234375,101411
2025-06-11 15:40:00+00:00,474.3599853515625,474.7699890136719,474.3200988769531,474.635009765625,114017
2025-06-11 15:45:00+00:00,474.4375,474.7250061035156,474.1499938964844,474.4049987792969,90042
2025-06-11 15:50:00+00:00,474.8500061035156,474.95001220703125,474.3500061035156,474.489990234375,169176
2025-06-11 15:55:00+00:00,473.8699951171875,474.760009765625,473.6700134277344,474.760009765625,192023
2025-06-11 16:00:00+00:00,473.760009765625,474.0,473.57000732421875,473.9150085449219,69364
2025-06-11 16:05:00+00:00,473.9200134277344,474.0,473.5,473.760009765625,108984
2025-06-11 16:10:00+00:00,473.801513671875,473.8999938964844,473.364990234375,473.8999938964844,105324
2025-06-11 16:15:00+00:00,473.4100036621094,473.92999267578125,473.3299865722656,473.82000732421875,70932
2025-06-11 16:20:00+00:00,473.5799865722656,473.7200012207031,473.239990234375,473.4100036621094,127241
2025-06-11 16:25:00+00:00,474.051513671875,474.19000244140625,473.55999755859375,473.56500244140625,98523
2025-06-11 16:30:00+00:00,474.30999755859375,474.4200134277344,474.0899963378906,474.0899963378906,74375
2025-06-11 16:35:00+00:00,474.2550048828125,474.45928955078125,474.0199890136719,474.3074951171875,81364
2025-06-11 16:40:00+00:00,474.2099914550781,474.32000732421875,474.07000732421875,474.2650146484375,56142
2025-06-11 16:45:00+00:00,474.5624084472656,474.5799865722656,474.19000244140625,474.239990234375,74362
2025-06-11 16:50:00+00:00,474.57861328125,474.7200012207031,474.3399963378906,474.54998779296875,57783
2025-06-11 16:55:00+00:00,474.5350036621094,474.7200012207031,474.5199890136719,474.57000732421875,47555
2025-06-11 17:00:00+00:00,474.8949890136719,474.9150085449219,474.3599853515625,474.5249938964844,97902
2025-06-11 17:05:00+00:00,475.0350036621094,475.05999755859375,474.7099914550781,474.9150085449219,147614
2025-06-11 17:10:00+00:00,474.5849914550781,475.19000244140625,474.510009765625,475.0400085449219,97445
2025-06-11 17:15:00+00:00,474.75,474.8299865722656,474.4750061035156,474.5899963378906,55221
2025-06-11 17:20:00+00:00,474.6650085449219,474.77789306640625,474.57000732421875,474.70330810546875,75973
2025-06-11 17:25:00+00:00,474.5715026855469,474.7799987792969,474.45001220703125,474.67999267578125,160203
2025-06-11 17:30:00+00:00,474.25,474.7799987792969,474.2449951171875,474.6000061035156,122466
2025-06-11 17:35:00+00:00,474.1099853515625,474.33990478515625,474.07501220703125,474.2300109863281,83731
2025-06-11 17:40:00+00:00,473.6000061035156,474.29998779296875,473.25,474.0874938964844,130245
2025-06-11 17:45:00+00:00,473.55999755859375,473.6675109863281,473.3599853515625,473.61749267578125,97567
2025-06-11 17:50:00+00:00,473.2699890136719,473.6131896972656,473.2300109863281,473.5899963378906,63404
2025-06-11 17:55:00+00:00,473.1600036621094,473.4100036621094,472.8999938964844,473.29998779296875,97803
2025-06-11 18:00:00+00:00,472.489990234375,473.2699890136719,471.9200134277344,473.1099853515625,187041
2025-06-11 18:05:00+00:00,472.6000061035156,472.8699951171875,472.31500244140625,472.42999267578125,116918
2025-06-11 18:10:00+00:00,471.7300109863281,472.7200012207031,471.57000732421875,472.55999755859375,138519
2025-06-11 18:15:00+00:00,471.68499755859375,471.95989990234375,470.95001220703125,471.55999755859375,140043
2025-06-11 18:20:00+00:00,472.1099853515625,472.239990234375,471.6099853515625,471.7300109863281,87680
2025-06-11 18:25:00+00:00,471.8500061035156,472.25,471.67999267578125,472.10760498046875,69234
2025-06-11 18:30:00+00:00,472.3450012207031,472.44000244140625,471.3299865722656,471.7900085449219,135785
2025-06-11 18:35:00+00:00,472.6400146484375,472.7699890136719,472.19000244140625,472.260009765625,94312
2025-06-11 18:40:00+00:00,472.8599853515625,472.9700012207031,472.3999938964844,472.6507873535156,81360
2025-06-11 18:45:00+00:00,472.8500061035156,472.94000244140625,472.6600036621094,472.8800048828125,59794
2025-06-11 18:50:00+00:00,472.3599853515625,472.8800048828125,472.19000244140625,472.8299865722656,77146
2025-06-11 18:55:00+00:00,472.0400085449219,472.3399963378906,471.95001220703125,472.3324890136719,99559
2025-06-11 19:00:00+00:00,472.22198486328125,472.25,471.57000732421875,472.0450134277344,89274
2025-06-11 19:05:00+00:00,472.2200012207031,472.3349914550781,471.7200012207031,472.17999267578125,98555
2025-06-11 19:10:00+00:00,472.1499938964844,472.3092041015625,471.94500732421875,472.25,83096
2025-06-11 19:15:00+00:00,471.7499084472656,472.1199951171875,471.6499938964844,472.1199951171875,86456
2025-06-11 19:20:00+00:00,472.239990234375,472.3800048828125,471.6300048828125,471.67999267578125,106649
2025-06-11 19:25:00+00:00,472.17999267578125,472.760009765625,471.9599914550781,472.25,599731
2025-06-11 19:30:00+00:00,471.7650146484375,472.44000244140625,471.69000244140625,472.1700134277344,83370
2025-06-11 19:35:00+00:00,472.30999755859375,472.4200134277344,471.7049865722656,471.760009765625,87621
2025-06-11 19:40:00+00:00,472.32000732421875,472.45001220703125,472.1199951171875,472.30999755859375,107002
